Gene name,Gene stable ID
C2orf15,ENSG00000273045
RASAL2-AS1,ENSG00000224687
AC006129.3,ENSG00000280014
RP11-21M7.2,ENSG00000270575
RP11-111H13.1,ENSG00000241962
CDC42BPG,ENSG00000171219
SOGA3,ENSG00000255330
TRIM29,ENSG00000137699
LYG1,ENSG00000144214
LINC01480,ENSG00000270164
RP11-98F19.1,ENSG00000283451
RP11-455F5.4,ENSG00000261367
DUTP2,ENSG00000254388
AASS,ENSG00000008311
PHC3,ENSG00000173889
PPP1R2P3,ENSG00000231989
IGHV4-31,ENSG00000231475
UFSP1,ENSG00000176125
RP11-340M11.1,ENSG00000258133
FUNDC2P4,ENSG00000227009
CTD-2501B8.1,ENSG00000264813
IGHV7-27,ENSG00000254326
ACE3P,ENSG00000224353
ARMC7,ENSG00000125449
KIAA1524,ENSG00000163507
RP11-489P6.2,ENSG00000279411
GHc-857G6.7,ENSG00000279894
RARRES3,ENSG00000133321
SULT1D1P,ENSG00000236959
AGXT2,ENSG00000113492
SRSF9,ENSG00000111786
SLC41A1,ENSG00000133065
AL021546.6,ENSG00000111780
RP5-890E16.4,ENSG00000266341
C12orf45,ENSG00000151131
TRIAP1,ENSG00000170855
COPS5,ENSG00000121022
ALDH1L2,ENSG00000136010
ADRA1B,ENSG00000170214
RP4-781K5.6,ENSG00000230628
RP4-781K5.9,ENSG00000272362
RP4-781K5.5,ENSG00000241475
LINC00226,ENSG00000276210
HOMER2P2,ENSG00000238275
GAGE2E,ENSG00000275113
RP11-157F20.3,ENSG00000272202
GAGE12B,ENSG00000236737
RP11-577N1.1,ENSG00000254050
TONSL,ENSG00000160949
SEPT4-AS1,ENSG00000264672
RP11-1217F2.23,ENSG00000284572
CTD-2200P10.3,ENSG00000266561
TCAF1P1,ENSG00000223459
C2CD2L,ENSG00000172375
RP11-1217F2.27,ENSG00000284221
AC073264.6,ENSG00000230556
MTND4P5,ENSG00000227584
TCF24,ENSG00000261787
ISCA1P3,ENSG00000261965
TRIM80P,ENSG00000232724
RP11-618P13.1,ENSG00000263189
RP11-13A1.2,ENSG00000257629
CTAGE15,ENSG00000271079
AC073326.3,ENSG00000228540
IGHV3-19,ENSG00000253883
SLC16A14,ENSG00000163053
IGHV1-17,ENSG00000254046
LL0XNC01-7P3.1,ENSG00000270012
MSI1,ENSG00000135097
C1orf112,ENSG00000000460
LINC00301,ENSG00000181995
PAICSP5,ENSG00000229877
UBA52P5,ENSG00000243498
LRRN3,ENSG00000173114
PCDHB15,ENSG00000113248
PCDHB18P,ENSG00000146001
PRDM4,ENSG00000110851
IGHVII-15-1,ENSG00000253458
PCDHB19P,ENSG00000262096
AC093106.4,ENSG00000236238
KIF2B,ENSG00000141200
DUSP22,ENSG00000112679
CH17-140K24.6,ENSG00000279375
RP11-312B18.1,ENSG00000262384
RP11-620J15.3,ENSG00000257698
UBLCP1,ENSG00000164332
IMPA1P1,ENSG00000251521
IGHV1-12,ENSG00000254174
NDUFA3P2,ENSG00000254856
RP11-380I10.3,ENSG00000253907
CYP2U1,ENSG00000155016
RP11-286E11.1,ENSG00000245293
IGHVIII-11-1,ENSG00000254215
LYPLAL1,ENSG00000143353
SLC1A2,ENSG00000110436
RP1-68D18.3,ENSG00000255004
CCNB3P1,ENSG00000249616
CTD-2533K21.1,ENSG00000250703
RP11-396C23.4,ENSG00000272562
CUX2,ENSG00000111249
ACTBP11,ENSG00000188460
ANP32BP3,ENSG00000259461
KB-1107E3.1,ENSG00000253629
RP11-775C24.4,ENSG00000279834
RP4-537K23.4,ENSG00000235189
SLC22A25,ENSG00000196600
TAB2,ENSG00000055208
RP11-325B23.2,ENSG00000251088
DNAJB9,ENSG00000128590
OR5K3,ENSG00000206536
GLMN,ENSG00000174842
PCDHB2,ENSG00000112852
IGHD1-1,ENSG00000236170
RAI1,ENSG00000108557
RP11-343D2.11,ENSG00000249225
OR5H1,ENSG00000231192
PPP4C,ENSG00000149923
RP1-47A17.1,ENSG00000274717
GOLGA2P4,ENSG00000229608
RPL5P34,ENSG00000234009
MTCO3P4,ENSG00000228851
RP11-1217F2.18,ENSG00000283626
ZNF474,ENSG00000164185
CTC-441N14.2,ENSG00000247311
RP11-18I14.11,ENSG00000273262
IGHJ2,ENSG00000211904
RP11-1217F2.9,ENSG00000236692
MTND2P6,ENSG00000237309
RP1-168P16.3,ENSG00000270832
IGHJ3P,ENSG00000237111
IGHJ6,ENSG00000211900
TANC2,ENSG00000170921
RP11-269G24.2,ENSG00000263501
CH17-13I23.3,ENSG00000277702
ZNF738,ENSG00000172687
AC010983.1,ENSG00000235056
KRT18P40,ENSG00000269012
CTD-2373J6.2,ENSG00000255647
ACTBP12,ENSG00000233125
PTP4A1P2,ENSG00000255807
RP11-488L18.6,ENSG00000224014
ZNF26,ENSG00000198393
RP11-155G14.5,ENSG00000272601
RP11-220H4.6,ENSG00000275061
LOX,ENSG00000113083
HNRNPA1P47,ENSG00000236695
RNU12,ENSG00000270022
AC068135.1,ENSG00000224670
CTD-2373J6.1,ENSG00000260871
LLNLR-285B5.1,ENSG00000276578
PBX2,ENSG00000237344
RP11-107G24.3,ENSG00000228982
HSPA1B,ENSG00000204388
GPER1,ENSG00000164850
IGHD,ENSG00000211898
RP11-48B3.2,ENSG00000253760
RPSAP47,ENSG00000188856
OTOP2,ENSG00000183034
CTC-526N19.1,ENSG00000277013
TBPL1,ENSG00000028839
AC062016.1,ENSG00000224869
RP11-338I24.1,ENSG00000271667
KB-1460A1.2,ENSG00000253355
CTA-444M12.3,ENSG00000278744
TGM1,ENSG00000092295
RP11-90D11.1,ENSG00000253872
C8orf37,ENSG00000156172
CCDC88B,ENSG00000168071
DAQB-331I12.5,ENSG00000231869
RPL3P2,ENSG00000223927
PCDHA7,ENSG00000204963
PCNX2,ENSG00000135749
PCDHA1,ENSG00000204970
CTA-384D8.33,ENSG00000272940
SCN2A,ENSG00000136531
RP11-760D2.7,ENSG00000213650
TBC1D17,ENSG00000104946
RP11-618I10.4,ENSG00000251691
LINC00266-3,ENSG00000170590
SMS,ENSG00000102172
IL4I1,ENSG00000104951
EPHB4,ENSG00000196411
TSFM,ENSG00000123297
RP11-481C4.2,ENSG00000279089
SNRPEP10,ENSG00000227002
CANX,ENSG00000127022
BMS1P14,ENSG00000276500
AQP7P5,ENSG00000278122
MED19,ENSG00000156603
RP11-317N8.4,ENSG00000257307
RP11-116N8.1,ENSG00000258342
BTBD7,ENSG00000011114
STXBP5,ENSG00000164506
OR6C68,ENSG00000205327
OR2AP1,ENSG00000179615
OR6C70,ENSG00000184954
RP11-1379J22.5,ENSG00000250999
RP11-439A17.9,ENSG00000233029
FCGR1B,ENSG00000198019
ABHD17C,ENSG00000136379
DNAAF3,ENSG00000167646
RP13-644M16.1,ENSG00000251284
RPL19P20,ENSG00000229168
GLT8D2,ENSG00000120820
PRAMEF5,ENSG00000270601
RP11-1149O23.4,ENSG00000250714
NRDC,ENSG00000078618
DUX4L13,ENSG00000276046
BLACAT1,ENSG00000281406
RP11-576D8.4,ENSG00000224717
MBTPS2,ENSG00000012174
TSKU,ENSG00000182704
HVCN1,ENSG00000122986
DUX4L12,ENSG00000278790
TSEN15P2,ENSG00000230604
SPATA5,ENSG00000145375
SIAH1,ENSG00000196470
ETF1,ENSG00000120705
ELF3,ENSG00000163435
RP11-718I15.1,ENSG00000267743
AATK-AS1,ENSG00000225180
ZBTB7B,ENSG00000160685
CTC-311G1.1,ENSG00000274235
TMF1,ENSG00000144747
PRAMEF18,ENSG00000279804
PRAMEF13,ENSG00000279169
PRAMEF9,ENSG00000204505
ADGB,ENSG00000118492
EOGT,ENSG00000163378
RP11-715G15.2,ENSG00000273719
GON7,ENSG00000170270
KATNBL1P6,ENSG00000228283
SNX18P8,ENSG00000231390
ESRRG,ENSG00000196482
XPO6,ENSG00000169180
TMEM251,ENSG00000153485
TMEM92,ENSG00000167105
FAM95B1,ENSG00000223839
TPRKBP2,ENSG00000260452
RPS4XP15,ENSG00000240721
RP11-274J16.5,ENSG00000223446
MREG,ENSG00000118242
MOAP1,ENSG00000165943
SNRPGP10,ENSG00000235363
IQCA1,ENSG00000132321
S100B,ENSG00000160307
GSTM4,ENSG00000168765
CLP1,ENSG00000172409
ATF6B,ENSG00000228628
ZNF300,ENSG00000145908
RP13-672B3.5,ENSG00000256108
MTMR3,ENSG00000100330
RP11-202H2.1,ENSG00000258185
RP11-575G13.2,ENSG00000257803
NME7,ENSG00000143156
RP11-239E10.3,ENSG00000226601
RP11-239E10.2,ENSG00000236846
RP11-498J9.2,ENSG00000229272
PGAM5,ENSG00000247077
PRR13P3,ENSG00000271412
REEP2,ENSG00000132563
RP11-710E1.1,ENSG00000249262
RP11-731F5.2,ENSG00000253364
MGAT4C,ENSG00000182050
MRC2,ENSG00000011028
RP11-18J9.3,ENSG00000258178
RP11-715G15.1,ENSG00000237468
BLZF1,ENSG00000117475
TNXB,ENSG00000206258
ANKLE2,ENSG00000176915
RAB32,ENSG00000118508
ZNF655,ENSG00000197343
BHLHB9,ENSG00000198908
RP11-492I21.1,ENSG00000228686
CMB9-94B1.2,ENSG00000276505
RP11-452J6.2,ENSG00000228955
LINC01123,ENSG00000204588
AP000936.1,ENSG00000234268
LINC01044,ENSG00000223626
REXO1L4P,ENSG00000270416
CIR1P1,ENSG00000253146
LINC01070,ENSG00000260102
RBM22,ENSG00000086589
SERF1B,ENSG00000205572
PRAMEF1,ENSG00000116721
ERCC4,ENSG00000175595
ZUFSP,ENSG00000153975
CTD-3128G10.6,ENSG00000269680
RPS26P52,ENSG00000242307
FAM74A1,ENSG00000215112
C12orf73,ENSG00000204954
LINC00403,ENSG00000224243
OR52K1,ENSG00000196778
PRAMEF12,ENSG00000116726
KNTC1,ENSG00000184445
FAM135B,ENSG00000147724
RP13-554M15.5,ENSG00000280311
RP11-318G21.4,ENSG00000233379
RP11-87E22.1,ENSG00000253142
RP11-87E22.2,ENSG00000248738
RP11-875O11.3,ENSG00000253616
HMGB1P31,ENSG00000233266
SLC28A1,ENSG00000156222
CTB-47B8.4,ENSG00000253422
RP11-875O11.1,ENSG00000245025
NABP1,ENSG00000173559
RP11-459E5.1,ENSG00000253125
ACTRT3,ENSG00000184378
GOLGA7,ENSG00000147533
AKAP12,ENSG00000131016
TERC,ENSG00000270141
HAND1,ENSG00000113196
REXO1L12P,ENSG00000276006
CTB-47B8.5,ENSG00000213414
LUC7L,ENSG00000007392
FAM90A22P,ENSG00000281407
RPSAP1,ENSG00000228820
RP11-134K13.2,ENSG00000232389
DPP10-AS2,ENSG00000235717
RP11-875O11.2,ENSG00000246130
MUCL1,ENSG00000172551
MAIP1,ENSG00000162972
RP3-460G2.2,ENSG00000234147
FAM90A7P,ENSG00000281040
RP11-520D19.1,ENSG00000242145
RP11-183G22.1,ENSG00000234080
KIF26B,ENSG00000162849
PRR23D1,ENSG00000274540
RP11-526D8.11,ENSG00000275318
RP11-850F7.7,ENSG00000257634
OSBPL9P1,ENSG00000271389
DPP10,ENSG00000175497
AP000797.1,ENSG00000244259
AP000997.3,ENSG00000279771
PGAM1P8,ENSG00000255200
RPL32P31,ENSG00000213128
DCD,ENSG00000161634
RP11-783K16.13,ENSG00000257086
SMIM23,ENSG00000185662
RP11-552E4.4,ENSG00000231568
CH17-128G5.1,ENSG00000277009
MTRNR2L12,ENSG00000269028
U95743.1,ENSG00000262267
RP11-341G23.3,ENSG00000257766
RP11-263C24.3,ENSG00000254915
CADM1,ENSG00000182985
HSPD1P15,ENSG00000249557
TOR1A,ENSG00000136827
RP13-554M15.7,ENSG00000280287
AC140725.8,ENSG00000275771
TCF20,ENSG00000100207
KIR2DL3,ENSG00000243772
RP1-267D11.1,ENSG00000255575
MRPL16,ENSG00000166902
ZNF582,ENSG00000018869
BICDL1,ENSG00000135127
RP3-508I15.9,ENSG00000228274
EXTL2P1,ENSG00000223976
AC096649.3,ENSG00000229066
RP11-38O23.3,ENSG00000230241
BTF3P15,ENSG00000237242
KIR2DP1,ENSG00000242473
CYP2D7,ENSG00000205702
CTD-2342N23.1,ENSG00000278898
KCND2,ENSG00000184408
PCOLCE2,ENSG00000163710
RP11-467N20.7,ENSG00000281754
TMA16P2,ENSG00000232467
CLDND2,ENSG00000160318
LRRC46,ENSG00000141294
RP11-33I11.3,ENSG00000271377
GPR161,ENSG00000143147
EDNRB-AS1,ENSG00000225579
RP11-432M8.15,ENSG00000248471
RP4-548D19.3,ENSG00000272661
RP11-432M8.10,ENSG00000250351
HTR3A,ENSG00000166736
RP11-432M8.4,ENSG00000283988
AC006539.3,ENSG00000268070
STX3,ENSG00000166900
RPL30P12,ENSG00000240631
GFRA3,ENSG00000146013
CPPED1,ENSG00000103381
GPRASP2,ENSG00000158301
LINC02030,ENSG00000240708
RP11-955H22.3,ENSG00000256362
RP11-955H22.2,ENSG00000256502
AFG3L2P1,ENSG00000253606
DIP2A,ENSG00000160305
AC013271.7,ENSG00000284337
CCDC124,ENSG00000007080
CTC-370J7.1,ENSG00000253630
LILRP2,ENSG00000170858
RPL23AP46,ENSG00000213122
RP5-901A4.4,ENSG00000254850
ZW10,ENSG00000086827
IMPDH1P4,ENSG00000237206
MTRF1LP1,ENSG00000256091
LSM8,ENSG00000128534
RP11-1263C18.2,ENSG00000283183
RP11-120C12.3,ENSG00000234756
RP11-1263C18.1,ENSG00000273238
MRPS16P1,ENSG00000229182
RP11-642E20.2,ENSG00000248639
AC007204.2,ENSG00000267268
SLAIN1,ENSG00000139737
RP11-216N14.5,ENSG00000231827
RP11-893F2.14,ENSG00000261959
ZNF589,ENSG00000164048
CEBPG,ENSG00000153879
RPL21P41,ENSG00000214560
AKR1B1P7,ENSG00000266899
RP11-524P6.1,ENSG00000233103
OR4F6,ENSG00000184140
RP11-91I20.1,ENSG00000255289
CTC-559E9.8,ENSG00000267565
LINC00601,ENSG00000235180
FRMD8P1,ENSG00000227942
NDRG4,ENSG00000103034
TUBGCP5,ENSG00000280807
TMEM131,ENSG00000075568
RGS9BP,ENSG00000186326
RP11-407A16.8,ENSG00000255900
RP11-407A16.4,ENSG00000255944
RP11-321E2.7,ENSG00000284283
HCLS1,ENSG00000180353
RP11-321E2.11,ENSG00000248205
RGS7BP,ENSG00000186479
QRSL1P3,ENSG00000257957
RP11-407A16.1,ENSG00000255853
FBN1,ENSG00000166147
RP11-321E2.5,ENSG00000284552
PLA2G4D,ENSG00000159337
MTHFD1L,ENSG00000120254
TMPRSS11B,ENSG00000185873
SMARCA1,ENSG00000102038
RGPD5,ENSG00000015568
RP1-292B18.1,ENSG00000219747
ANKRD27,ENSG00000105186
POP7,ENSG00000172336
RNF213,ENSG00000173821
NUDT2,ENSG00000164978
AP000442.1,ENSG00000255139
GRPEL2P3,ENSG00000230682
RPS12,ENSG00000112306
DRD2,ENSG00000149295
MDC1-AS1,ENSG00000229681
PRR13P7,ENSG00000271202
AC108032.1,ENSG00000227004
KANSL1-AS1,ENSG00000214401
RP11-669E14.6,ENSG00000262372
CD37,ENSG00000104894
RP11-145A3.1,ENSG00000227496
AC003084.2,ENSG00000234826
RP11-145A3.2,ENSG00000226349
ENDOV,ENSG00000173818
NXF4,ENSG00000196970
RP11-831F12.4,ENSG00000258462
C1RL,ENSG00000139178
NDUFA6-AS1,ENSG00000237037
B2M,ENSG00000166710
RP11-574F21.2,ENSG00000228606
C10orf107,ENSG00000183346
PEX19,ENSG00000162735
PPIA,ENSG00000196262
RP11-63A2.2,ENSG00000272592
RP11-109P14.8,ENSG00000235673
CTD-2047H16.4,ENSG00000263069
RP1-257I20.14,ENSG00000270083
OLA1P1,ENSG00000213790
CTD-2047H16.2,ENSG00000262979
PPME1,ENSG00000214517
RP11-526N18.1,ENSG00000258416
RP4-669P10.19,ENSG00000227370
CTD-2047H16.5,ENSG00000276863
IFIH1,ENSG00000115267
CTD-2047H16.3,ENSG00000280248
SRP68,ENSG00000167881
RP11-479G22.7,ENSG00000229878
C2orf42,ENSG00000115998
RP11-462L8.1,ENSG00000229656
KIR3DP1,ENSG00000278157
RP5-994D16.9,ENSG00000228452
SNRPGP17,ENSG00000271063
DMC1,ENSG00000100206
RPL7AP53,ENSG00000235962
RP11-342M1.3,ENSG00000228192
SLC18B1,ENSG00000146409
SNORA11,ENSG00000261709
Metazoa_SRP,ENSG00000274848
RNU6-455P,ENSG00000207412
MIR301B,ENSG00000212102
SNORD124,ENSG00000238793
SNORD75,ENSG00000221711
RNY1P10,ENSG00000200138
RNA5SP111,ENSG00000223318
Metazoa_SRP,ENSG00000277250
SNORA3B,ENSG00000212607
Y_RNA,ENSG00000222941
MIR6786,ENSG00000277784
MIR576,ENSG00000207988
U6,ENSG00000276847
SNORD114-31,ENSG00000200089
5_8S_rRNA,ENSG00000283274
MIR5787,ENSG00000275334
RNVU1-3,ENSG00000201183
Y_RNA,ENSG00000238490
SNORD115-6,ENSG00000200812
SNORA70,ENSG00000251796
RN7SL43P,ENSG00000275878
MIR933,ENSG00000215973
RNA5SP136,ENSG00000222838
MIR762,ENSG00000211591
RN7SL513P,ENSG00000239821
MIR4286,ENSG00000263762
RN7SKP199,ENSG00000222257
RNU6-140P,ENSG00000207296
MIR3975,ENSG00000283514
FTX_4,ENSG00000275625
RN7SL833P,ENSG00000244080
RNU6-1307P,ENSG00000212314
MIR203B,ENSG00000283165
RNA5SP390,ENSG00000222123
MIR3662,ENSG00000283409
RN7SKP10,ENSG00000201161
MIR29B2,ENSG00000284203
RNU6-280P,ENSG00000201015
MIR8076,ENSG00000275670
MIR30C1,ENSG00000207962
SNORD115-9,ENSG00000199782
MIR4787,ENSG00000272543
RNA5SP354,ENSG00000212549
RNU6-772P,ENSG00000251851
RNU1-143P,ENSG00000252105
RNU7-74P,ENSG00000239010
RNU7-167P,ENSG00000238584
Y_RNA,ENSG00000202345
MIR518C,ENSG00000283490
SNORA27,ENSG00000252459
MIR125A,ENSG00000208008
RNU6-764P,ENSG00000252205
MIR8085,ENSG00000284258
RNU1-21P,ENSG00000200197
SNORD84,ENSG00000266755
RN7SL356P,ENSG00000266553
RNU4-5P,ENSG00000272160
SNORA17,ENSG00000212461
Y_RNA,ENSG00000207164
RNU6-338P,ENSG00000206615
RNA5SP133,ENSG00000200238
SNORD9,ENSG00000199436
RNU6-641P,ENSG00000206733
RNU6-247P,ENSG00000199506
RNA5SP448,ENSG00000200021
DAOA-AS1_2,ENSG00000275502
MIR2115,ENSG00000252466
MIR4667,ENSG00000263892
NPPA-AS1_2,ENSG00000278852
MIR486-2,ENSG00000283450
RNA5SP224,ENSG00000201939
SOX2OT_exon1,ENSG00000276074
MIR3127,ENSG00000264157
MIR1302-3,ENSG00000221055
RN7SL138P,ENSG00000266274
MIR6805,ENSG00000284029
Y_RNA,ENSG00000264887
RNY3P13,ENSG00000202412
RNU6-478P,ENSG00000200774
RNU6-1252P,ENSG00000199924
RN7SL51P,ENSG00000239958
MIR1227,ENSG00000221411
Metazoa_SRP,ENSG00000278569
RN7SL269P,ENSG00000243051
SNORA4,ENSG00000202183
MIR494,ENSG00000194717
RNU6-1111P,ENSG00000212420
RNU6-550P,ENSG00000212359
MIR4723,ENSG00000284532
TFPT,ENSG00000274073
MIR5008,ENSG00000264483
RNU6-661P,ENSG00000199279
RNU6-999P,ENSG00000251754
snoR1,ENSG00000281010
MIR6084,ENSG00000284005
RN7SL105P,ENSG00000273968
SNORA67,ENSG00000201619
RNA5SP122,ENSG00000207186
RNA5SP161,ENSG00000200741
MIR580,ENSG00000207756
CRHR1,ENSG00000278232
RNA5SP181,ENSG00000222178
RNU4-70P,ENSG00000207309
RNU6-1282P,ENSG00000252544
SNORD18C,ENSG00000199574
MIR297,ENSG00000215961
RNU6-341P,ENSG00000252782
RN7SL279P,ENSG00000265648
AC012314.9,ENSG00000278365
MIR4451,ENSG00000266421
SCARNA15,ENSG00000252218
RNA5SP209,ENSG00000223169
RNU7-22P,ENSG00000252482
Y_RNA,ENSG00000253016
MIR4792,ENSG00000265028
RN7SL621P,ENSG00000240189
RNA5SP265,ENSG00000222955
MIR3133,ENSG00000263752
RN7SKP145,ENSG00000200161
RNU2-11P,ENSG00000239122
MIR5195,ENSG00000265929
RNU6-869P,ENSG00000207138
MIR182,ENSG00000207990
NLRP7,ENSG00000276804
MIR592,ENSG00000207692
Y_RNA,ENSG00000207151
RN7SKP231,ENSG00000200151
MIR890,ENSG00000216075
RNU6-912P,ENSG00000200670
RNU6-727P,ENSG00000200462
RNU4-76P,ENSG00000201379
RNU7-65P,ENSG00000252457
RNA5SP42,ENSG00000201148
MIR4755,ENSG00000264616
MIR4659A,ENSG00000266038
MIR578,ENSG00000207559
RNA5-8SP5,ENSG00000202174
RNU7-24P,ENSG00000239081
Metazoa_SRP,ENSG00000275070
AC240274.1,ENSG00000271254
SNORA40,ENSG00000210825
Y_RNA,ENSG00000201442
MIR3615,ENSG00000284186
RN7SKP129,ENSG00000222220
MIR6857,ENSG00000278204
RNU1-22P,ENSG00000200204
PART1_1,ENSG00000273701
RNU6-1156P,ENSG00000222297
GSTT2B,ENSG00000278695
MIR210,ENSG00000199038
RN7SL870P,ENSG00000244732
MIR3921,ENSG00000264897
MIRLET7B,ENSG00000284520
MIR378C,ENSG00000264803
RNA5SP510,ENSG00000201567
Y_RNA,ENSG00000199472
Y_RNA,ENSG00000207223
U1,ENSG00000274210
MIR3909,ENSG00000266320
MIR941-4,ENSG00000216195
RNA5SP174,ENSG00000199572
MIR663A,ENSG00000284419
RNU2-69P,ENSG00000251870
RNU6-494P,ENSG00000253063
RNA5SP223,ENSG00000202044
RNU6ATAC32P,ENSG00000251835
ZNRD1-AS1_3,ENSG00000278773
MIR3177,ENSG00000265820
RNU6-1242P,ENSG00000212354
RNU6-1127P,ENSG00000207310
SNORD114-16,ENSG00000199914
RNU7-60P,ENSG00000251747
7SK,ENSG00000277313
MIR770,ENSG00000211574
SNORD67,ENSG00000252427
SNORD12C,ENSG00000209042
MIR3163,ENSG00000266423
RN7SL319P,ENSG00000241807
Y_RNA,ENSG00000207283
RNA5SP453,ENSG00000199373
RNU6-12P,ENSG00000207334
MIR130A,ENSG00000208009
RNU6-219P,ENSG00000201598
RN7SL416P,ENSG00000242101
RNA5SP450,ENSG00000223138
Y_RNA,ENSG00000200605
RNU6-349P,ENSG00000199272
RN7SL689P,ENSG00000263432
SNORD114-22,ENSG00000202293
RN7SL162P,ENSG00000266503
RNA5SP31,ENSG00000223076
RNU6-279P,ENSG00000212599
Y_RNA,ENSG00000207009
U3,ENSG00000201329
RNA5SP298,ENSG00000201861
RN7SL630P,ENSG00000264978
RN7SL79P,ENSG00000239595
RNU4-8P,ENSG00000201806
RN7SL660P,ENSG00000278746
RN7SL72P,ENSG00000243374
Y_RNA,ENSG00000202014
MIR7853,ENSG00000263572
RNU6-442P,ENSG00000206695
Y_RNA,ENSG00000202368
Y_RNA,ENSG00000206662
RNU6-931P,ENSG00000200720
SNORA51,ENSG00000206878
RNU6-618P,ENSG00000200388
Y_RNA,ENSG00000201114
RNU6-21P,ENSG00000207441
MIR3679,ENSG00000263813
RN7SKP94,ENSG00000222976
U3,ENSG00000212551
MIR664B,ENSG00000284450
RN7SL93P,ENSG00000240327
RNU6-272P,ENSG00000222960
RNA5SP462,ENSG00000252539
SNORD114-3,ENSG00000201839
MIR3529,ENSG00000283484
MIR1321,ENSG00000283435
RN7SL488P,ENSG00000264271
RNA5SP144,ENSG00000222778
MIR6750,ENSG00000274986
RNU6-461P,ENSG00000201065
Y_RNA,ENSG00000199881
MIR4802,ENSG00000263642
MIR1287,ENSG00000284415
Metazoa_SRP,ENSG00000274040
Y_RNA,ENSG00000252652
SNORA21,ENSG00000199293
MIR4676,ENSG00000266719
Y_RNA,ENSG00000207494
Y_RNA,ENSG00000223080
Y_RNA,ENSG00000265738
MIR4427,ENSG00000265744
MIR5186,ENSG00000264330
RNU6-1338P,ENSG00000252137
SNORA20,ENSG00000207392
NLRP2,ENSG00000278682
RN7SKP160,ENSG00000200674
SNORD21,ENSG00000206680
MIR6870,ENSG00000273745
RNA5SP400,ENSG00000252964
SNORA80E,ENSG00000207475
MIR3131,ENSG00000264755
MIR4474,ENSG00000264941
RNU6-945P,ENSG00000206674
AC026369.1,ENSG00000282676
SNORD1B,ENSG00000199961
U3,ENSG00000200538
AL513523.2,ENSG00000279767
MIR3688-2,ENSG00000283379
RNU2-6P,ENSG00000223336
RN7SL363P,ENSG00000241869
SNORA31,ENSG00000252136
RNU6-347P,ENSG00000252467
MIR761,ENSG00000283899
RNA5SP325,ENSG00000200626
RNA5SP76,ENSG00000252086
MIR1246,ENSG00000283203
RNU6-900P,ENSG00000207227
SNORD116,ENSG00000252985
RN7SKP55,ENSG00000201758
SNORA11,ENSG00000221750
MIR1285-2,ENSG00000221238
RNU1-74P,ENSG00000206835
RNU6-644P,ENSG00000212457
RNU6-1134P,ENSG00000202026
RNU6-558P,ENSG00000201382
MIR4754,ENSG00000266640
RNU6-32P,ENSG00000206675
U6,ENSG00000263896
Y_RNA,ENSG00000199890
MESTIT1_1,ENSG00000277269
SNORD4A,ENSG00000238578
MIR320C2,ENSG00000212051
RN7SL673P,ENSG00000273818
Y_RNA,ENSG00000252367
SNORA67,ENSG00000212338
MIR4305,ENSG00000264171
RNA5SP281,ENSG00000252313
RNU6-1112P,ENSG00000200455
RNY4P24,ENSG00000199605
RNU6-1128P,ENSG00000199695
U6,ENSG00000265048
RN7SL536P,ENSG00000278222
Y_RNA,ENSG00000200764
RNU6-1154P,ENSG00000212303
RNU6-246P,ENSG00000207433
MIR3648-2,ENSG00000264462
MIR892A,ENSG00000215943
MIR3686,ENSG00000263763
MIR6871,ENSG00000276169
MIR595,ENSG00000207637
Y_RNA,ENSG00000201498
MIR4423,ENSG00000266110
MIR132,ENSG00000267200
Y_RNA,ENSG00000202211
Y_RNA,ENSG00000223220
RN7SL774P,ENSG00000263882
AC012531.2,ENSG00000277129
U8,ENSG00000276367
RNU6-1025P,ENSG00000276186
MIR4704,ENSG00000263561
RDH13,ENSG00000276341
RNU6-324P,ENSG00000200827
SNORD115-32,ENSG00000200949
SNORD77,ENSG00000212415
U3,ENSG00000222666
SNORA70,ENSG00000201945
Y_RNA,ENSG00000199223
RN7SKP124,ENSG00000201600
RNU4-21P,ENSG00000199672
RNU2-35P,ENSG00000252255
MIR3928,ENSG00000264141
GREM1,ENSG00000276886
RNA5SP405,ENSG00000199929
U6,ENSG00000276339
RNU6-1143P,ENSG00000251934
RN7SKP140,ENSG00000223128
MIR6852,ENSG00000284195
RNU6-757P,ENSG00000222266
RNU6-504P,ENSG00000252377
5_8S_rRNA,ENSG00000283291
SNORA68,ENSG00000201407
MIR495,ENSG00000207743
Y_RNA,ENSG00000199201
SNORA22,ENSG00000206634
U3,ENSG00000273788
MIR599,ENSG00000207804
RNU4-15P,ENSG00000199483
Y_RNA,ENSG00000200261
Y_RNA,ENSG00000206705
SNORD32B,ENSG00000266132
FAN1,ENSG00000276787
RNU6-370P,ENSG00000222940
SNORA38,ENSG00000264153
MIR6501,ENSG00000284448
Y_RNA,ENSG00000199471
RNU6-1006P,ENSG00000252807
SNORA70,ENSG00000252133
SNORA31,ENSG00000252920
RNU6-844P,ENSG00000252984
RN7SKP108,ENSG00000223299
MIR627,ENSG00000207712
RNY4P34,ENSG00000201649
RNU6-61P,ENSG00000202398
MIR129-2,ENSG00000199077
AC007908.1,ENSG00000278510
SNORA18,ENSG00000200288
ACEA_U3,ENSG00000199927
RNA5SP249,ENSG00000251936
RNA5SP46,ENSG00000199240
RN7SL455P,ENSG00000264047
RN7SL545P,ENSG00000274568
RN7SL234P,ENSG00000241391
RNU6-251P,ENSG00000200105
MIR31,ENSG00000199177
Metazoa_SRP,ENSG00000283389
RNA5SP231,ENSG00000222428
